timestamp,mode,session_index,max_score
2025-09-19 15:22:59,manual,72,1
2025-09-19 15:22:59,manual,73,1
2025-09-19 15:22:59,manual,74,1
2025-09-19 15:22:59,manual,75,1
2025-09-19 15:22:59,manual,76,1
2025-09-19 15:22:59,manual,77,1
2025-09-19 15:22:59,manual,78,1
2025-09-19 15:22:59,manual,79,1
2025-09-19 15:22:59,manual,80,1
2025-09-19 15:22:59,manual,81,1
2025-09-19 15:22:59,manual,82,1
2025-09-19 15:22:59,manual,83,1
2025-09-19 15:22:59,manual,84,1
2025-09-19 15:22:59,manual,85,1
2025-09-19 15:22:59,manual,86,1
2025-09-19 15:22:59,manual,87,1
2025-09-19 15:22:59,manual,88,1
2025-09-19 15:22:59,manual,89,1
2025-09-19 15:22:59,manual,90,1
2025-09-19 15:23:00,manual,91,1
2025-09-19 15:23:00,manual,92,1
2025-09-19 15:23:00,manual,93,1
2025-09-19 15:23:00,manual,94,1
2025-09-19 15:23:00,manual,95,1
2025-09-19 15:23:00,manual,96,1
2025-09-19 15:23:00,manual,97,1
2025-09-19 15:23:00,manual,98,1
2025-09-19 15:23:00,manual,99,1
2025-09-19 15:23:00,manual,100,1
2025-09-19 15:23:00,manual,101,1
2025-09-19 15:23:00,manual,102,1
2025-09-19 15:23:00,manual,103,1
2025-09-19 15:23:00,manual,104,1
2025-09-19 15:23:00,manual,105,1
2025-09-19 15:23:00,manual,106,1
2025-09-19 15:23:00,manual,107,1
2025-09-19 15:23:00,manual,108,1
2025-09-19 15:23:00,manual,109,1
2025-09-19 15:23:00,manual,110,1
2025-09-19 15:23:00,manual,111,1
2025-09-19 15:23:00,manual,112,1
2025-09-19 15:23:00,manual,113,1
2025-09-19 15:23:00,manual,114,1
2025-09-19 15:23:00,manual,115,1
2025-09-19 15:23:00,manual,116,1
2025-09-19 15:23:00,manual,117,1
2025-09-19 15:23:00,manual,118,1
2025-09-19 15:23:00,manual,119,1
2025-09-19 15:23:00,manual,120,1
2025-09-19 15:23:00,manual,121,1
2025-09-19 15:23:00,manual,122,1
2025-09-19 15:23:00,manual,123,1
2025-09-19 15:23:00,manual,124,1
2025-09-19 15:23:00,manual,125,1
2025-09-19 15:23:00,manual,126,1
2025-09-19 15:23:00,manual,127,1
2025-09-19 15:23:00,manual,128,1
2025-09-19 15:23:00,manual,129,1
2025-09-19 15:23:00,manual,130,1
2025-09-19 15:23:00,manual,131,1
2025-09-19 15:23:00,manual,132,1
2025-09-19 15:23:00,manual,133,1
2025-09-19 15:23:00,manual,134,1
2025-09-19 15:23:00,manual,135,1
2025-09-19 15:23:00,manual,136,1
2025-09-19 15:23:00,manual,137,1
2025-09-19 15:23:00,manual,138,1
2025-09-19 15:23:00,manual,139,1
2025-09-19 15:23:00,manual,140,1
2025-09-19 15:23:00,manual,141,1
2025-09-19 15:23:00,manual,142,1
2025-09-19 15:23:00,manual,143,1
2025-09-19 15:23:00,manual,144,1
2025-09-19 15:23:00,manual,145,1
2025-09-19 15:23:00,manual,146,1
2025-09-19 15:23:00,manual,147,1
2025-09-19 15:23:00,manual,148,1
2025-09-19 15:23:00,manual,149,1
2025-09-19 15:23:00,manual,150,1
2025-09-19 15:23:00,manual,151,1
2025-09-19 15:23:01,manual,152,1
2025-09-19 15:23:01,manual,153,1
2025-09-19 15:23:01,manual,154,1
2025-09-19 15:23:01,manual,155,1
2025-09-19 15:23:01,manual,156,1
2025-09-19 15:23:01,manual,157,1
2025-09-19 15:23:01,manual,158,1
2025-09-19 15:23:01,manual,159,1
2025-09-19 15:23:01,manual,160,1
2025-09-19 15:23:01,manual,161,1
2025-09-19 15:23:01,manual,162,1
2025-09-19 15:23:01,manual,163,1
2025-09-19 15:23:01,manual,164,1
2025-09-19 15:23:01,manual,165,1
2025-09-19 15:23:01,manual,166,1
2025-09-19 15:23:01,manual,167,1
2025-09-19 15:23:01,manual,168,1
2025-09-19 15:23:01,manual,169,1
2025-09-19 15:23:01,manual,170,1
2025-09-19 15:23:01,manual,171,1
2025-09-19 15:23:01,manual,172,1
2025-09-19 15:23:01,manual,173,1
2025-09-19 15:23:01,manual,174,1
2025-09-19 15:23:01,manual,175,1
2025-09-19 15:23:01,manual,176,1
2025-09-19 15:23:01,manual,177,1
2025-09-19 15:23:01,manual,178,1
2025-09-19 15:23:01,manual,179,1
2025-09-19 15:23:01,manual,180,1
2025-09-19 15:23:01,manual,181,1
2025-09-19 15:23:01,manual,182,1
2025-09-19 15:23:01,manual,183,1
2025-09-19 15:23:01,manual,184,1
2025-09-19 15:23:01,manual,185,1
2025-09-19 15:23:01,manual,186,1
2025-09-19 15:23:01,manual,187,1
2025-09-19 15:23:01,manual,188,1
2025-09-19 15:23:01,manual,189,1
2025-09-19 15:23:01,manual,190,1
2025-09-19 15:23:01,manual,191,1
2025-09-19 15:23:01,manual,192,1
2025-09-19 15:23:01,manual,193,1
2025-09-19 15:23:01,manual,194,1
2025-09-19 15:23:01,manual,195,1
2025-09-19 15:23:01,manual,196,1
2025-09-19 15:23:01,manual,197,1
2025-09-19 15:23:01,manual,198,1
2025-09-19 15:23:01,manual,199,1
2025-09-19 15:23:01,manual,200,1
2025-09-19 15:23:01,manual,201,1
2025-09-19 15:23:01,manual,202,1
2025-09-19 15:23:01,manual,203,1
2025-09-19 15:23:01,manual,204,1
2025-09-19 15:23:01,manual,205,1
2025-09-19 15:23:01,manual,206,1
2025-09-19 15:23:01,manual,207,1
2025-09-19 15:23:01,manual,208,1
2025-09-19 15:23:26,auto,1,1
2025-09-19 15:23:31,manual,209,0
2025-09-19 15:23:31,manual,210,0
2025-09-19 15:23:31,manual,211,0
2025-09-19 15:23:31,manual,212,0
2025-09-19 15:23:31,manual,213,0
2025-09-19 15:23:31,manual,214,0
2025-09-19 15:23:31,manual,215,0
2025-09-19 15:23:31,manual,216,0
2025-09-19 15:23:31,manual,217,0
2025-09-19 15:23:31,manual,218,0
2025-09-19 15:23:31,manual,219,0
2025-09-19 15:23:31,manual,220,0
2025-09-19 15:23:31,manual,221,0
2025-09-19 15:23:31,manual,222,0
2025-09-19 15:23:31,manual,223,0
2025-09-19 15:23:31,manual,224,0
2025-09-19 15:23:31,manual,225,0
2025-09-19 15:23:31,manual,226,0
2025-09-19 15:23:31,manual,227,0
2025-09-19 15:23:31,manual,228,0
2025-09-19 15:23:31,manual,229,0
2025-09-19 15:23:31,manual,230,0
2025-09-19 15:23:31,manual,231,0
2025-09-19 15:23:31,manual,232,0
2025-09-19 15:23:31,manual,233,0
2025-09-19 15:23:31,manual,234,0
2025-09-19 15:23:31,manual,235,0
2025-09-19 15:23:31,manual,236,0
2025-09-19 15:23:31,manual,237,0
2025-09-19 15:23:31,manual,238,0
2025-09-19 15:23:31,manual,239,0
2025-09-19 15:23:31,manual,240,0
2025-09-19 15:23:31,manual,241,0
2025-09-19 15:23:31,manual,242,0
2025-09-19 15:23:32,manual,243,0
2025-09-19 15:23:32,manual,244,0
2025-09-19 15:23:32,manual,245,0
2025-09-19 15:23:32,manual,246,0
2025-09-19 15:23:32,manual,247,0
2025-09-19 15:23:32,manual,248,0
2025-09-19 15:23:32,manual,249,0
2025-09-19 15:23:32,manual,250,0
2025-09-19 15:23:32,manual,251,0
2025-09-19 15:23:32,manual,252,0
2025-09-19 15:23:58,auto,2,3
2025-09-19 15:25:32,manual,253,0
2025-09-19 15:25:32,manual,254,0
2025-09-19 15:25:32,manual,255,0
2025-09-19 15:25:32,manual,256,0
2025-09-19 15:25:32,manual,257,0
2025-09-19 15:25:32,manual,258,0
2025-09-19 15:25:32,manual,259,0
2025-09-19 15:25:32,manual,260,0
2025-09-19 15:25:32,manual,261,0
2025-09-19 15:25:32,manual,262,0
2025-09-19 15:25:32,manual,263,0
2025-09-19 15:25:32,manual,264,0
2025-09-19 15:25:32,manual,265,0
2025-09-19 15:25:32,manual,266,0
2025-09-19 15:25:32,manual,267,0
2025-09-19 15:25:32,manual,268,0
2025-09-19 15:25:32,manual,269,0
2025-09-19 15:25:32,manual,270,0
2025-09-19 15:25:32,manual,271,0
2025-09-19 15:25:32,manual,272,0
2025-09-19 15:25:32,manual,273,0
2025-09-19 15:25:32,manual,274,0
2025-09-19 15:25:32,manual,275,0
2025-09-19 15:25:32,manual,276,0
2025-09-19 15:25:32,manual,277,0
2025-09-19 15:25:32,manual,278,0
2025-09-19 15:25:32,manual,279,0
2025-09-19 15:25:32,manual,280,0
2025-09-19 15:25:32,manual,281,0
2025-09-19 15:25:32,manual,282,0
2025-09-19 15:25:32,manual,283,0
2025-09-19 15:25:32,manual,284,0
2025-09-19 15:25:32,manual,285,0
2025-09-19 15:25:32,manual,286,0
2025-09-19 15:25:32,manual,287,0
2025-09-19 15:25:32,manual,288,0
2025-09-19 15:25:32,manual,289,0
2025-09-19 15:25:32,manual,290,0
2025-09-19 15:25:32,manual,291,0
2025-09-19 15:25:32,manual,292,0
2025-09-19 15:25:32,manual,293,0
2025-09-19 15:25:32,manual,294,0
2025-09-19 15:25:32,manual,295,0
2025-09-19 15:25:32,manual,296,0
2025-09-19 15:25:33,manual,297,0
2025-09-19 15:25:33,manual,298,0
2025-09-19 15:25:33,manual,299,0
2025-09-19 15:25:33,manual,300,0
2025-09-19 15:25:33,manual,301,0
2025-09-19 15:25:33,manual,302,0
2025-09-19 15:25:33,manual,303,0
2025-09-19 15:25:33,manual,304,0
2025-09-19 15:25:33,manual,305,0
2025-09-19 15:25:33,manual,306,0
2025-09-19 15:25:33,manual,307,0
2025-09-19 15:25:33,manual,308,0
2025-09-19 15:25:33,manual,309,0
2025-09-19 15:25:33,manual,310,0
2025-09-19 15:25:33,manual,311,0
2025-09-19 15:25:33,manual,312,0
2025-09-19 15:25:33,manual,313,0
2025-09-19 15:25:33,manual,314,0
2025-09-19 15:25:33,manual,315,0
2025-09-19 15:25:33,manual,316,0
2025-09-19 15:25:33,manual,317,0
2025-09-19 15:25:33,manual,318,0
2025-09-19 15:25:33,manual,319,0
2025-09-19 15:25:33,manual,320,0
2025-09-19 15:25:33,manual,321,0
2025-09-19 15:25:33,manual,322,0
2025-09-19 15:25:33,manual,323,0
2025-09-19 15:25:33,manual,324,0
2025-09-19 15:25:33,manual,325,0
2025-09-19 15:25:33,manual,326,0
2025-09-19 15:25:33,manual,327,0
2025-09-19 15:25:33,manual,328,0
2025-09-19 15:25:33,manual,329,0
2025-09-19 15:25:34,manual,330,0
2025-09-19 15:25:34,manual,331,0
2025-09-19 15:25:34,manual,332,0
2025-09-19 15:25:34,manual,333,0
2025-09-19 15:25:34,manual,334,0
2025-09-19 15:25:34,manual,335,0
2025-09-19 15:25:34,manual,336,0
2025-09-19 15:25:34,manual,337,0
2025-09-19 15:25:34,manual,338,0
2025-09-19 15:25:34,manual,339,0
2025-09-19 15:25:34,manual,340,0
2025-09-19 15:25:34,manual,341,0
2025-09-19 15:25:34,manual,342,0
2025-09-19 15:25:34,manual,343,0
2025-09-19 15:25:34,manual,344,0
2025-09-19 15:25:34,manual,345,0
2025-09-19 15:25:34,manual,346,0
2025-09-19 15:25:34,manual,347,0
2025-09-19 15:25:34,manual,348,0
2025-09-19 15:25:34,manual,349,0
2025-09-19 15:25:34,manual,350,0
2025-09-19 15:25:34,manual,351,0
2025-09-19 15:25:34,manual,352,0
2025-09-19 15:25:34,manual,353,0
2025-09-19 15:25:34,manual,354,0
2025-09-19 15:25:34,manual,355,0
2025-09-19 15:25:34,manual,356,0
2025-09-19 15:25:34,manual,357,0
2025-09-19 15:25:34,manual,358,0
2025-09-19 15:25:34,manual,359,0
2025-09-19 15:25:34,manual,360,0
2025-09-19 15:25:34,manual,361,0
2025-09-19 15:25:34,manual,362,0
2025-09-19 15:25:34,manual,363,0
2025-09-19 15:25:34,manual,364,0
2025-09-19 15:25:34,manual,365,0
2025-09-19 15:25:34,manual,366,0
2025-09-19 15:25:34,manual,367,0
2025-09-19 15:25:34,manual,368,0
2025-09-19 15:25:34,manual,369,0
2025-09-19 15:25:34,manual,370,0
2025-09-19 15:25:34,manual,371,0
2025-09-19 15:25:34,manual,372,0
2025-09-19 15:25:34,manual,373,0
2025-09-19 15:25:34,manual,374,0
2025-09-19 15:25:35,manual,375,0
2025-09-19 15:25:35,manual,376,0
2025-09-19 15:25:35,manual,377,0
2025-09-19 15:25:35,manual,378,0
2025-09-19 15:25:35,manual,379,0
2025-09-19 15:25:35,manual,380,0
2025-09-19 15:25:35,manual,381,0
2025-09-19 15:25:35,manual,382,0
2025-09-19 15:25:35,manual,383,0
2025-09-19 15:25:35,manual,384,0
2025-09-19 15:25:35,manual,385,0
2025-09-19 15:25:35,manual,386,0
2025-09-19 15:25:35,manual,387,0
2025-09-19 15:25:35,manual,388,0
2025-09-19 15:25:35,manual,389,0
2025-09-19 15:25:35,manual,390,0
2025-09-19 15:25:35,manual,391,0
2025-09-19 15:25:35,manual,392,0
2025-09-19 15:25:35,manual,393,0
2025-09-19 15:25:35,manual,394,0
2025-09-19 15:25:35,manual,395,0
2025-09-19 15:25:35,manual,396,0
2025-09-19 15:25:35,manual,397,0
2025-09-19 15:25:35,manual,398,0
2025-09-19 15:25:35,manual,399,0
2025-09-19 15:25:35,manual,400,0
2025-09-19 15:25:35,manual,401,0
2025-09-19 15:25:35,manual,402,0
2025-09-19 15:25:35,manual,403,0
2025-09-19 15:25:35,manual,404,0
2025-09-19 15:25:35,manual,405,0
2025-09-19 15:25:35,manual,406,0
2025-09-19 15:25:35,manual,407,0
2025-09-19 15:25:35,manual,408,0
2025-09-19 15:25:35,manual,409,0
2025-09-19 15:25:35,manual,410,0
2025-09-19 15:25:35,manual,411,0
2025-09-19 15:25:35,manual,412,0
2025-09-19 15:25:35,manual,413,0
2025-09-19 15:25:35,manual,414,0
2025-09-19 15:25:35,manual,415,0
2025-09-19 15:25:36,manual,416,0
2025-09-19 15:25:36,manual,417,0
2025-09-19 15:25:36,manual,418,0
2025-09-19 15:25:36,manual,419,0
2025-09-19 15:25:36,manual,420,0
2025-09-19 15:25:36,manual,421,0
2025-09-19 15:25:36,manual,422,0
2025-09-19 15:25:36,manual,423,0
2025-09-19 15:25:36,manual,424,0
2025-09-19 15:25:36,manual,425,0
2025-09-19 15:25:36,manual,426,0
2025-09-19 15:25:36,manual,427,0
2025-09-19 15:25:36,manual,428,0
2025-09-19 15:28:29,auto,1,0
2025-09-19 15:28:35,manual,2,1
2025-09-19 15:28:36,manual,3,0
2025-09-19 15:28:37,manual,4,0
2025-09-19 15:28:46,manual,5,3
2025-09-19 15:28:49,manual,6,0
2025-09-19 15:29:25,auto,7,0
2025-09-19 15:29:28,manual,8,0
2025-09-19 15:29:29,manual,9,0
2025-09-19 15:29:30,manual,10,0
2025-09-19 15:29:43,manual,11,0
2025-09-25 08:29:29,auto,1,2
2025-09-25 08:29:50,manual,2,5
2025-09-25 08:40:15,auto,1,0
2025-09-25 08:40:17,manual,2,0
2025-09-25 08:40:20,manual,3,1
2025-09-25 08:54:43,auto,1,62
2025-09-25 08:55:29,manual,2,54
2025-09-25 08:55:33,manual,3,1
2025-09-25 08:55:54,manual,4,26
2025-09-25 08:55:58,manual,5,1
2025-09-25 08:56:02,manual,6,3
2025-09-25 08:56:03,manual,7,0
2025-09-25 08:56:08,manual,8,1
2025-09-25 08:56:15,manual,9,0
2025-09-25 08:56:20,manual,10,6
2025-09-25 09:10:30,auto,1,1
2025-09-25 09:10:32,manual,2,0
2025-09-25 09:10:38,manual,3,7
2025-09-25 09:10:42,manual,4,3
2025-09-25 09:10:54,manual,5,15
2025-09-25 09:10:56,manual,6,0
2025-09-25 09:10:58,manual,7,0
2025-09-25 09:10:59,manual,8,0
2025-09-25 09:11:02,manual,9,0
2025-09-25 09:11:03,manual,10,0
2025-09-25 09:11:05,manual,11,0
2025-09-25 09:28:31,auto,1,33
2025-09-25 09:28:34,manual,2,0
2025-09-25 09:28:53,manual,3,24
2025-09-25 09:28:57,manual,4,3
2025-09-25 09:29:06,manual,5,12
2025-09-25 09:29:31,manual,6,31
2025-09-25 09:32:51,auto,1,1
2025-09-25 09:32:56,manual,2,0
2025-09-25 09:32:57,manual,3,0
2025-09-25 09:32:58,manual,4,0
2025-09-25 09:32:59,manual,5,0
2025-09-25 09:33:04,manual,6,5
2025-09-25 09:33:05,manual,7,0
2025-09-25 09:33:06,manual,8,0
2025-09-25 09:33:07,manual,9,0
2025-09-25 09:33:09,manual,10,0
2025-09-25 09:33:23,manual,11,1
2025-09-25 09:33:26,manual,12,1
2025-09-25 09:33:34,auto,13,0
2025-09-25 09:33:35,manual,14,0
2025-09-25 09:37:17,manual,1,3
2025-09-25 09:38:06,manual,1,0
2025-09-25 09:38:25,auto,1,0
2025-09-25 09:38:27,manual,2,0
2025-09-25 09:38:49,manual,1,11
2025-09-25 09:38:54,manual,2,1
2025-09-25 09:38:58,manual,3,0
2025-09-25 09:39:05,auto,4,0
2025-09-25 09:52:25,auto,1,0
2025-09-25 09:52:42,manual,2,21
2025-09-25 09:53:06,auto,3,19
2025-09-25 10:23:04,manual,1,17
2025-09-25 10:23:25,manual,2,3
2025-09-25 10:24:03,auto,3,19
2025-09-25 10:24:32,manual,4,27
2025-09-25 10:24:36,manual,5,1
2025-09-25 10:24:46,manual,6,13
2025-09-25 10:24:50,manual,7,3
2025-09-25 10:25:04,manual,8,18
2025-09-25 10:26:23,manual,1,3
2025-09-25 10:26:45,auto,1,0
2025-09-25 10:26:57,manual,2,15
2025-09-25 10:27:04,auto,3,1
2025-09-25 10:28:02,manual,1,15
2025-09-25 10:28:09,manual,2,7
2025-09-25 10:28:12,manual,3,1
2025-09-25 10:28:27,manual,4,19
2025-09-25 10:28:38,manual,5,13
2025-09-25 10:30:26,auto,6,32
2025-09-25 10:31:29,manual,7,6
2025-09-25 11:13:34,auto,1,9
2025-09-25 11:14:13,auto,2,4
2025-09-25 11:14:20,manual,3,8
2025-09-25 11:14:21,manual,4,0
2025-09-25 11:14:22,manual,5,0
2025-09-25 11:14:24,manual,6,1
2025-09-25 11:14:27,manual,7,1
2025-09-25 11:14:34,manual,8,9
2025-09-25 11:14:41,auto,9,0
2025-09-25 11:14:59,auto,10,2
2025-09-25 11:15:11,manual,11,3
2025-09-25 11:15:17,manual,12,6
2025-09-25 11:15:20,manual,13,1
2025-09-25 11:15:26,manual,14,8
2025-09-25 11:15:29,manual,15,1
2025-09-25 11:15:32,manual,16,1
2025-09-25 11:15:39,manual,17,9
2025-09-25 11:21:21,manual,1,18
2025-09-25 11:39:51,manual,1,11
2025-09-25 11:40:03,auto,2,5
2025-09-25 11:40:21,auto,3,1
2025-09-25 11:40:41,manual,4,10
2025-09-25 11:40:54,manual,5,16
2025-09-25 11:41:17,manual,6,28
2025-09-25 11:43:37,auto,7,68
2025-09-25 11:44:02,auto,1,0
2025-09-25 11:44:31,manual,2,35
2025-09-25 11:45:01,auto,3,6
