session_id,generation,best_fitness,avg_fitness,best_score
20250919-152223,0,10.160750000000027,7.131937500000005,1
20250919-152223,1,36.92849999999993,18.365750000000002,2
20250919-152223,2,31.66875000000016,18.30068750000008,2
20250919-152223,3,18.401750000000057,4.268250000000007,1
20250919-152223,4,54.55874999999935,3.8801125827814595,3
20250919-152223,4,17.346750000000064,8.83590000000002,1
